,보호소이름,상세주소,주소,위도,경도
517,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
518,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
519,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
520,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시 남면 감악산로 63-37 (남면) ,0.0,0.0
521,광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,0.0,0.0
522,남양동물보호센터,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,0.0,0.0
523,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
524,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시 남면 감악산로 63-37 (남면) ,0.0,0.0
525,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
526,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
527,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
528,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
529,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
530,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
531,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",0.0,0.0
532,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
533,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
534,삼산종합동물병원,인천광역시 부평구 체육관로 40 (삼산동) ,인천광역시 부평구 체육관로 40 (삼산동) ,0.0,0.0
535,인천광역시수의사회,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ","인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",0.0,0.0
536,사단법인 동부,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 해운대구 송정2로13번길 46 (송정동) ,0.0,0.0
537,사단법인 동부,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 해운대구 송정2로13번길 46 (송정동) ,0.0,0.0
538,동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,0.0,0.0
539,강현림동물병원,서울특별시 양천구 등촌로 160 (목동) 1층,서울특별시 양천구 등촌로 160 (목동) 1층,0.0,0.0
540,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시 남면 감악산로 63-37 (남면) ,0.0,0.0
541,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
542,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
543,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
544,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
545,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
546,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
547,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
548,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
549,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
550,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
551,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
552,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
553,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
554,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
555,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
556,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
557,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
558,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
559,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
560,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
561,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
562,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
563,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
564,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
565,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
566,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
567,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
568,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
569,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
570,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
571,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
572,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
573,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
574,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
575,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
576,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
577,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
578,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
579,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
580,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
581,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
582,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
583,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
584,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
585,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
586,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
587,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
588,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
589,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
590,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
591,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
592,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
593,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
594,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
595,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
596,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
597,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
598,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
599,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
600,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
601,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
602,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시 경강로163번길 32-27 (이패동) ,0.0,0.0
603,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
604,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
605,창원유기동물보호소,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과","경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",0.0,0.0
606,창원유기동물보호소,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과","경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",0.0,0.0
607,태민동물병원,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원","경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",0.0,0.0
608,남해군유기동물보호소,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군 이동면 무림로 33-13 (이동면) ,0.0,0.0
609,남해군유기동물보호소,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군 이동면 무림로 33-13 (이동면) ,0.0,0.0
610,남해군유기동물보호소,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군 이동면 무림로 33-13 (이동면) ,0.0,0.0
611,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
612,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
613,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
614,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
615,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
616,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
617,진해유기동물보호소,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,0.0,0.0
618,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
619,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
620,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
621,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
622,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
623,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
624,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
625,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
626,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
627,성주유기동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군 선남면 선노로 522 (선남면) ,0.0,0.0
628,성주유기동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군 선남면 선노로 522 (선남면) ,0.0,0.0
629,성주유기동물보호센터,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군 선남면 선노로 522 (선남면) ,0.0,0.0
630,고령군 임시보호소,경상북도 고령군 운수면 하법길 37 (운수면) ,경상북도 고령군 운수면 하법길 37 (운수면) ,0.0,0.0
631,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
632,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
633,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
634,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
635,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
636,영덕유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,0.0,0.0
637,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시 용성면 사양지길 95 (용성면) ,0.0,0.0
638,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시 용성면 사양지길 95 (용성면) ,0.0,0.0
639,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시 용성면 사양지길 95 (용성면) ,0.0,0.0
640,경산시유기동물보호소,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시 용성면 사양지길 95 (용성면) ,0.0,0.0
641,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
642,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
643,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
644,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
645,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
646,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
647,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
648,상주시 동물보호센터,경상북도 상주시 청리면 남상주로 1205-59  ,경상북도 상주시 청리면 남상주로 1205-59  ,36.3305601,128.1237081
649,반려동물 입양센터,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시 인동22길 43-4 (진평동) ,0.0,0.0
650,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),0.0,0.0
651,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
652,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
653,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
654,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
655,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
656,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
657,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
658,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
659,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
660,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
661,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
662,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
663,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
664,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
665,고흥군임시보호센터,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",0.0,0.0
666,광양시 임시보호소,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,0.0,0.0
667,광양시 임시보호소,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,0.0,0.0
668,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소","전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",0.0,0.0
669,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소","전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",0.0,0.0
670,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소","전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",0.0,0.0
671,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
672,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
673,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
674,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
675,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
676,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,0.0,0.0
677,하나동물병원,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시 왕정동 67 ,0.0,0.0
678,하나동물병원,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시 왕정동 67 ,0.0,0.0
679,하나동물병원,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시 왕정동 67 ,0.0,0.0
680,하나동물병원,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시 왕정동 67 ,0.0,0.0
681,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,0.0,0.0
682,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,0.0,0.0
683,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,0.0,0.0
684,당진시동물보호소,충청남도 당진시 고대면 연동로 30-6 (고대면) ,충청남도 당진시 고대면 연동로 30-6 (고대면) ,0.0,0.0
685,당진시동물보호소,충청남도 당진시 고대면 연동로 30-6 (고대면) ,충청남도 당진시 고대면 연동로 30-6 (고대면) ,0.0,0.0
686,당진시동물보호소,충청남도 당진시 고대면 연동로 30-6 (고대면) ,충청남도 당진시 고대면 연동로 30-6 (고대면) ,0.0,0.0
687,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
688,서천군유기동물보호소,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군 마산면 한마로 1189-19 ,36.163702,126.7762767
689,남부여동물보호소,충청남도 부여군 임천면 위덕로47번길 36-12  (점리),충청남도 부여군 임천면 위덕로47번길 36-12  (점리),0.0,0.0
